BWI,MCI,3712,180,20.622222222222224
BWI,MCO,19426,771,25.195849546044098
BWI,MDW,10029,509,19.703339882121806
BWI,MEM,3523,94,37.47872340425532
BWI,MHT,14104,651,21.665130568356375
BWI,MIA,2215,92,24.07608695652174
BWI,MKE,5089,154,33.04545454545455
BWI,MSP,3228,101,31.96039603960396
BWI,MSY,2155,100,21.55
BWI,OKC,3329,99,33.62626262626262
BWI,ORD,20767,474,43.812236286919834
BWI,ORF,7821,381,20.52755905511811
BWI,PBI,6824,300,22.746666666666666
BWI,PHL,1093,59,18.52542372881356
BWI,PHX,7612,437,17.418764302059497
BWI,PIT,3974,188,21.138297872340427
BWI,PVD,15679,756,20.73941798941799
BWI,PWM,3522,117,30.102564102564102
BWI,RDU,10108,420,24.066666666666666
BWI,ROC,3111,99,31.424242424242426
BWI,RSW,5652,226,25.008849557522122
BWI,SAN,3010,187,16.09625668449198
BWI,SAT,3018,154,19.5974025974026
BWI,SDF,6140,274,22.40875912408759
BWI,SFO,587,37,15.864864864864865
BWI,SJU,333,16,20.8125
BWI,SLC,1946,121,16.082644628099175
BWI,SRQ,1294,42,30.80952380952381
BWI,STL,6892,371,18.576819407008085
BWI,TPA,12884,581,22.175559380378658
BZN,ATL,308,8,38.5
BZN,DEN,6744,211,31.96208530805687
BZN,DTW,2,1,2.0
BZN,MSP,2536,59,42.983050847457626
BZN,ORD,5393,83,64.97590361445783
BZN,SFO,302,11,27.454545454545453
BZN,SLC,6280,195,32.205128205128204
CAE,ATL,11851,302,39.241721854304636
CAE,CVG,2160,72,30.0
CAE,DFW,4100,88,46.59090909090909
CAE,DTW,2821,65,43.4
CAE,EWR,6007,105,57.20952380952381
CAE,IAD,12755,205,62.21951219512195
